0,4,0,0,2,119.29039001464844,126.5
0,2,0,6,0,-348.3620910644531,-321.3
10,4,2,0,0,-106.00711059570312,-103.648820905
9,7,0,0,1,5.459121227264404,14.0
0,1,0,4,0,-239.9428253173828,-223.04
18,9,0,0,0,-49.13127517700195,-46.0564053537
0,2,0,0,2,65.79010009765625,73.3
12,5,4,0,0,-173.72219848632812,-185.6
4,1,0,0,0,-21.32425308227539,-17.9
6,4,0,0,0,38.370059967041016,39.5
4,6,0,2,0,-82.50520324707031,-70.27644996810001
0,2,0,3,1,-133.215087890625,-118.4
18,8,1,0,0,-88.99021911621094,-87.3
12,9,0,0,0,-8.164765357971191,-3.3086360739
5,2,1,0,1,-62.07706069946289,-57.0
16,8,0,0,0,-32.079586029052734,-29.8414595284
5,4,0,0,1,21.90907096862793,25.9
2,2,0,0,0,57.66831588745117,54.19
4,2,1,0,0,-43.32633972167969,-39.7
3,0,0,0,1,-1.120114803314209,-10.97
10,5,2,0,0,-119.5975112915039,-110.78712555770001
14,7,1,0,0,-70.71881103515625,-63.0664435946
20,9,0,0,0,-63.82114028930664,-54.60723390689999
4,2,2,0,0,-87.61839294433594,-85.0
12,5,1,0,0,-80.66767883300781,-78.8559592097
2,1,1,0,0,-29.30438804626465,-25.96
3,3,0,0,3,41.50487518310547,54.0
10,8,0,0,0,-0.43976595997810364,4.298119821499999
1,1,0,0,1,33.588294982910156,31.5
3,2,0,0,1,14.945308685302734,18.0
2,2,2,0,0,-53.605289459228516,-50.7
14,7,0,0,0,-39.39912414550781,-36.979764181
4,4,1,0,0,-11.56000804901123,-8.3
8,5,2,0,0,-93.9085693359375,-90.8
16,8,1,0,0,-76.65235900878906,-71.6061185468
2,0,1,0,0,-48.69719696044922,-57.8
8,7,1,0,0,-23.74822235107422,-23.9961759082
4,4,0,0,2,34.801109313964844,46.8
2,3,0,0,2,58.12512969970703,63.65
6,6,2,0,0,-66.63807678222656,-65.7
18,8,0,0,0,-55.563777923583984,-51.1
6,2,1,0,0,-50.150394439697266,-44.0
5,5,0,0,1,26.259658813476562,33.6
14,6,0,0,0,-47.475399017333984,-39.9
10,5,1,0,0,-57.81844711303711,-53.4
12,6,2,0,0,-124.39912414550781,-116.0372848948
5,7,0,0,1,47.8432731628418,51.5
4,3,0,0,0,43.55555725097656,44.2
10,4,0,0,0,-37.435585021972656,-32.07
4,3,3,0,0,-128.83328247070312,-121.2
8,4,2,0,0,-113.74716186523438,-105.9
5,6,0,1,0,-35.19833755493164,-27.7
