12.331,5.4508,-50.343,-58.067,-35.545,-63.233,-67.624,-63.464,-41.423,-63.148,-40.831,-40.655,-69.393,-0.77334,2.4952,22.684,22.923,21.041,-47.825,-68.215,-46.314,-46.111,-69.134,-48.089,-69.433,-47.104,-31.932,-53.344,-48.044,-74.623,-30.282,2.2655,-30.871,-30.286,2.8841,-52.994,-52.726,-50.945,-54.942,-53.835,-54.865,-53.85,-51.876,-51.283,-51.419,-53.997,-52.863,-50.939,-41.552,-41.423,-82.721,-37.724,-37.341,-36.949,-3.3337,-37.416,-2.4751,-1.312,-0.087377,-84.714,-55.527,-56.111
13.116,5.461,-51.402,-58.325,-38.023,-63.947,-68.279,-63.195,-43.294,-62.922,-42.693,-42.514,-69.729,-0.809,2.5715,23.928,24.19,22.125,-48.453,-67.03,-47.008,-46.814,-67.793,-48.705,-68.04,-47.764,-32.074,-52.89,-48.662,-73.984,-30.474,3.3535,-30.704,-30.087,3.9733,-52.098,-51.858,-50.263,-53.836,-52.849,-53.767,-52.863,-51.098,-50.566,-50.688,-52.994,-51.981,-50.257,-40.526,-40.408,-73.744,-37.769,-37.378,-36.977,-2.8908,-37.454,-2.0588,-0.92946,0.26231,-81.071,-53.529,-54.018
13.069,5.6349,-49.947,-57.211,-37.681,-63.345,-67.908,-63.508,-42.999,-63.206,-42.325,-42.125,-69.583,-1.6539,1.8156,24.323,24.588,22.504,-48.068,-67.83,-46.435,-46.216,-68.702,-48.354,-68.985,-47.29,-31.98,-54.166,-48.305,-73.844,-30.274,3.4527,-32.265,-31.618,4.0298,-51.84,-51.575,-49.811,-53.766,-52.672,-53.69,-52.688,-50.734,-50.146,-50.281,-52.832,-51.711,-49.805,-40.284,-40.162,-73.387,-38.249,-37.857,-37.454,-1.95,-37.933,-1.234,-0.2624,0.76264,-80.6,-53.903,-54.42
14.484,6.8311,-49.918,-57.787,-36.322,-62.89,-67.468,-63.061,-42.261,-62.74,-41.55,-41.339,-69.248,-1.7059,1.8754,24.227,24.542,22.068,-48.374,-67.895,-46.572,-46.33,-68.836,-48.69,-69.141,-47.514,-32.101,-53.929,-48.636,-74.792,-30.229,2.4724,-31.369,-30.607,3.1594,-52.633,-52.315,-50.204,-54.953,-53.634,-54.861,-53.652,-51.307,-50.604,-50.765,-53.827,-52.478,-50.196,-41.166,-41.019,-72.771,-38.939,-38.435,-37.918,-2.0528,-38.533,-1.1032,0.17998,1.5268,-86.169,-53.487,-54.177
12.41,4.4512,-50.313,-58.302,-36.278,-63.697,-68.065,-63.336,-42.266,-63.01,-41.72,-41.559,-69.83,-2.5551,0.56848,25.247,25.499,23.519,-48.138,-67.457,-46.805,-46.626,-68.406,-48.372,-68.714,-47.503,-32.634,-52.107,-48.332,-74.651,-31.153,2.5694,-30.057,-29.347,3.169,-52.282,-52.056,-50.553,-53.927,-52.993,-53.862,-53.006,-51.339,-50.838,-50.953,-53.129,-52.172,-50.547,-40.779,-40.668,-72.717,-36.471,-36.001,-35.519,-2.3698,-36.092,-1.5591,-0.46061,0.69614,-82.534,-53.718,-54.189
11.825,4.3357,-50.618,-57.201,-36.798,-64.714,-69.469,-62.354,-42.52,-62.096,-42.04,-41.897,-70.808,-0.8857,1.939,24.857,25.115,23.092,-48.398,-66.933,-47.267,-47.115,-67.646,-48.597,-67.877,-47.859,-32.078,-51.629,-48.563,-75.736,-30.799,4.0552,-29.488,-28.888,4.5678,-53.12,-52.936,-51.713,-54.455,-53.697,-54.402,-53.707,-52.353,-51.945,-52.039,-53.808,-53.03,-51.709,-41.142,-41.05,-76.362,-36.088,-35.713,-35.328,-2.4849,-35.786,-1.8141,-0.90391,0.05614,-84.204,-55.985,-56.35
13.751,5.7866,-50.385,-58.199,-35.525,-64.028,-68.434,-63.411,-41.737,-63.091,-41.152,-40.979,-70.198,-1.7766,1.6293,23.512,23.774,21.709,-48.07,-67.916,-46.613,-46.417,-68.85,-48.325,-69.154,-47.375,-32.681,-52.083,-48.282,-75.271,-31.032,2.1206,-29.174,-28.544,2.7895,-52.762,-52.508,-50.817,-54.61,-53.56,-54.537,-53.575,-51.701,-51.138,-51.267,-53.714,-52.638,-50.811,-41.546,-41.418,-73.229,-36.451,-36.024,-35.586,-2.5456,-36.107,-1.6033,-0.3259,1.0201,-84.354,-54.516,-55.066
16.323,7.6705,-50.854,-58.353,-37.67,-63.394,-68.125,-63.14,-43.742,-62.857,-43.143,-42.966,-69.643,-1.763,1.7797,24.613,24.85,22.991,-48.804,-67.157,-47.459,-47.277,-67.906,-49.038,-68.149,-48.165,-33.116,-52.657,-48.998,-74.501,-31.557,3.0943,-28.446,-27.793,3.7097,-51.961,-51.757,-50.39,-53.422,-52.596,-53.365,-52.607,-51.108,-50.652,-50.757,-52.717,-51.861,-50.385,-40.833,-40.73,-72.787,-38.179,-37.789,-37.388,-5.2258,-37.865,-4.4636,-3.4242,-2.3213,-83.629,-53.959,-54.332
14.138,6.4025,-50.1,-56.923,-35.939,-62.933,-67.76,-62.756,-41.779,-62.487,-41.225,-41.06,-69.149,-1.0047,2.4801,24.593,24.877,22.638,-47.563,-68.205,-46.17,-45.982,-68.977,-47.805,-69.227,-46.902,-32.85,-53.56,-47.764,-74.649,-31.168,3.1025,-30.008,-29.34,3.7697,-51.533,-51.287,-49.632,-53.305,-52.303,-53.235,-52.317,-50.501,-49.948,-50.075,-52.45,-51.413,-49.626,-41.672,-41.544,-72.907,-38.13,-37.67,-37.198,-1.8021,-37.76,-0.82903,0.48964,1.8785,-85.034,-52.267,-52.822
12.418,5.4082,-50.278,-57.858,-36.868,-62.618,-67.595,-63.399,-42.885,-63.089,-42.277,-42.096,-69.268,-1.1988,2.0996,21.429,21.691,19.632,-48.899,-68.201,-47.4,-47.199,-69.095,-49.161,-69.385,-48.185,-32.494,-53.388,-49.116,-74.907,-30.862,3.8531,-30.964,-30.307,4.4408,-53.153,-52.898,-51.2,-55.004,-53.953,-54.931,-53.968,-52.089,-51.522,-51.653,-54.107,-53.028,-51.193,-41.146,-41.024,-74.024,-37.829,-37.406,-36.971,-1.1969,-37.488,-0.40257,0.67357,1.8067,-85.179,-54.61,-55.145
