0,4,0,0,2,119.29039
0,2,0,6,0,-348.3620911
10,4,2,0,0,-106.0071106
9,7,0,0,1,5.459121227
0,1,0,4,0,-239.9428253
18,9,0,0,0,-49.13127518
0,2,0,0,2,65.7901001
12,5,4,0,0,-173.7221985
4,1,0,0,0,-21.32425308
6,4,0,0,0,38.37005997
4,6,0,2,0,-82.50520325
0,2,0,3,1,-133.2150879
18,8,1,0,0,-88.99021912
12,9,0,0,0,-8.164765358
5,2,1,0,1,-62.0770607
16,8,0,0,0,-32.07958603
5,4,0,0,1,21.90907097
2,2,0,0,0,57.66831589
4,2,1,0,0,-43.32633972
3,0,0,0,1,-1.120114803
10,5,2,0,0,-119.5975113
14,7,1,0,0,-70.71881104
20,9,0,0,0,-63.82114029
4,2,2,0,0,-87.61839294
12,5,1,0,0,-80.66767883
2,1,1,0,0,-29.30438805
3,3,0,0,3,41.50487518
10,8,0,0,0,-0.43976596
1,1,0,0,1,33.58829498
3,2,0,0,1,14.94530869
2,2,2,0,0,-53.60528946
14,7,0,0,0,-39.39912415
4,4,1,0,0,-11.56000805
8,5,2,0,0,-93.90856934
16,8,1,0,0,-76.65235901
2,0,1,0,0,-48.69719696
8,7,1,0,0,-23.74822235
4,4,0,0,2,34.80110931
2,3,0,0,2,58.1251297
6,6,2,0,0,-66.63807678
18,8,0,0,0,-55.56377792
6,2,1,0,0,-50.15039444
5,5,0,0,1,26.25965881
14,6,0,0,0,-47.47539902
10,5,1,0,0,-57.81844711
12,6,2,0,0,-124.3991241
5,7,0,0,1,47.84327316
4,3,0,0,0,43.55555725
10,4,0,0,0,-37.43558502
4,3,3,0,0,-128.8332825
8,4,2,0,0,-113.7471619
5,6,0,1,0,-35.19833755
7,4,0,0,1,3.656302929
7,7,0,1,0,-43.40859604
10,4,1,0,0,-75.59706116
6,3,2,0,0,-105.263176
4,2,1,0,0,-16.13028717
11,6,1,0,1,-63.72046661
8,6,0,0,2,34.40779495
20,9,0,0,0,-57.95227814
7,3,1,0,1,-57.02687073
7,6,0,0,1,16.03350449
8,7,1,0,0,-22.93655205
5,3,0,0,1,9.497353554
10,8,1,0,0,-31.77966309
12,6,1,0,0,-73.93773651
18,8,1,0,0,-89.36885834
10,6,0,0,0,-3.188102245
16,8,0,0,0,-43.5813942
6,4,2,0,0,-84.64243317
10,9,0,0,0,12.29315662
4,6,0,2,0,-86.34536743
3,3,1,0,1,-9.637600899
6,2,0,0,0,-25.88981628
4,1,1,0,0,-48.37030792
10,8,1,0,0,-42.37327194
8,7,1,0,0,-33.39825439
8,3,1,0,0,-63.42977905
10,8,1,0,0,-38.39761353
8,4,2,0,0,-81.20084381
16,7,0,0,0,-52.67409515
8,4,1,0,0,-54.25352478
12,5,2,0,0,-107.0174026
10,4,2,0,0,-101.3511047
10,5,1,0,0,-68.89913177
7,3,2,0,1,-91.9699707
14,7,0,0,0,-34.00473022
8,3,0,0,0,-30.99108124
10,8,0,0,0,2.862535477
6,3,1,0,0,-56.79898453
14,6,1,0,0,-83.2947998
12,9,0,0,0,-2.029825926
8,9,0,0,0,37.39860535
14,7,1,0,0,-78.52194977
12,5,0,0,0,-41.99144745
8,5,1,0,0,-50.03322601
12,6,0,0,0,-28.56860924
6,6,0,0,0,16.28782272
10,5,0,0,0,-21.61629677
9,5,0,0,1,-1.838688135
4,4,1,0,0,15.97657871
6,2,1,0,0,-57.80474854
18,8,0,0,0,-53.27402496
6,4,0,0,0,31.80973244
10,4,1,0,0,-70.26524353
16,7,1,0,0,-85.35666656
14,6,1,0,0,-78.74121857
18,8,0,0,0,-58.10363388
8,8,1,0,0,-25.10300255
12,5,1,0,0,-74.39224243
8,7,0,0,0,8.086145401
12,9,0,0,0,-5.559071064
12,6,0,0,0,-32.85884094
4,4,0,0,2,47.55253983
14,6,0,0,0,-47.42605972
12,5,0,0,0,-43.62632751
10,4,1,0,0,-64.60659027
10,4,1,0,0,-73.38951111
12,5,1,0,0,-73.42220306
6,6,2,0,0,-64.98657227
8,3,1,0,0,-67.36949921
12,5,1,0,0,-78.74040985
10,5,2,0,0,-122.1551666
18,8,1,0,0,-90.82736206
16,8,0,0,0,-38.57055664
8,5,0,0,0,35.28071213
18,8,0,0,0,-58.32239532
14,7,0,0,0,-31.25343704
16,7,0,0,0,-50.40594482
20,9,0,0,0,-55.24459457
4,4,0,0,2,38.44846344
6,6,1,0,0,-25.26037216
8,4,1,0,0,-47.75635529
10,4,1,0,0,-66.95375061
7,5,0,0,1,18.3733387
8,3,1,0,0,-59.37281799
14,7,0,0,0,-32.72464371
8,5,0,0,0,6.443140507
10,4,1,0,0,-69.04174042
7,4,0,0,1,2.947012901
16,8,0,0,0,-45.92914581
10,8,1,0,0,-40.39438248
16,8,0,0,0,-42.69685745
10,5,1,0,0,-59.88655853
10,6,0,0,0,-0.269270539
10,4,0,0,0,-36.56308746
