0,55.042,25.9,-30.765,-48.606,-25.452,14.373,-61.906,42.983,-52.99,-86.813,-31.274,-58.072,5.1663,15.702,-49.325,-56.422,-101.56,-64.254,53.092,-48.237,-62.372,31.109,-82.683,-42.479,-61.684,-41.996,-71.913,-2.8972,-0.20606,-28.812,-53.123,22.267,-112.41,-47.364,-31.498,-46.63,-31.824,-30.571,5.4794,7.6692,-22.569,-52.184,-52.021,-52.011,-50.937,-41.374,-38.418,48.475,-68.771,-53.387,-41.29,-72.972,18.574,1.6623,-2.1252,-37.9,-1.0039,-54.987,-55.292,-47.292,-76.062,-85.331
1,63.224,34.76,-28.99,-52.042,-25.72,11.446,-61.453,63.206,-50.492,-88.986,-31.758,-58.126,2.6471,23.179,-49.792,-56.684,-101.97,-62.984,52.993,-48.713,-61.223,33.855,-92.433,-43.627,-61.82,-43.193,-70.641,-2.1321,0.84288,-28.605,-52.84,23.084,-113.78,-48.271,-30.073,-47.549,-30.414,-31.733,4.2136,7.0742,-20.354,-52.393,-52.216,-52.205,-51.028,-38.763,-35.456,22.995,-67.176,-53.696,-38.671,-73.349,15.719,1.7525,-3.3556,-36.077,-1.8548,-53.995,-54.375,-43.461,-73.607,-86.848
2,50.731,28.428,-33.093,-51.288,-24.423,16.069,-63.383,59.02,-59.493,-90.476,-30.717,-59.446,9.1548,19.579,-50.028,-58.134,-101.11,-65.446,55.604,-48.766,-63.188,28.631,-80.018,-43.48,-63.67,-42.818,-73.071,0.02921,3.4187,-29.202,-52.336,22.537,-113.09,-48.245,-30.723,-47.249,-31.164,-29.548,4.0623,7.0099,-17.311,-52.292,-52.08,-52.066,-50.666,-41.484,-37.543,49.406,-63.668,-53.874,-41.372,-83.827,17.397,1.6882,-3.4039,-35.111,-1.883,-53.383,-53.757,-46.287,-66.871,-74.71
3,54.544,35.661,-24.92,-41.43,-26.919,10.556,-60.335,74.398,-51.08,-81.167,-31.714,-57.067,3.9513,16.168,-50.053,-56.752,-98.581,-64.025,66.25,-49.009,-62.283,31.5,-79.435,-41.776,-62.01,-41.28,-72.18,-0.40264,2.8625,-27.986,-53.136,22.416,-114.97,-46.633,-30.2,-45.818,-30.587,-30.713,3.9919,7.1534,-19.934,-51.903,-51.71,-51.697,-50.414,-41.553,-37.852,42.783,-67.916,-53.328,-41.449,-72.984,16.497,0.32332,-5.4094,-36.583,-3.7254,-55.379,-55.772,-49.063,-75.724,-86.426
4,52.321,28.589,-25.829,-44.396,-26.524,13.442,-62.898,68.142,-46.696,-79.605,-32.627,-59.088,5.4311,18.645,-50.841,-58.195,-98.906,-67.153,64.314,-49.71,-65.163,33.488,-93.018,-43.752,-63.984,-43.237,-75.986,-1.8664,1.0354,-28.324,-54.719,22.639,-115.34,-47.96,-29.564,-47.179,-29.901,-31.281,3.7087,6.0324,-22.067,-52.129,-51.956,-51.945,-50.804,-37.986,-34.991,41.358,-67.322,-53.412,-37.902,-73.145,14.486,1.8712,-1.8533,-36.484,-0.75264,-54.64,-54.966,-42.596,-71.815,-85.487
5,54.369,29.796,-26.233,-44.438,-27.41,10.673,-61.338,71.18,-49.786,-80.04,-31.548,-57.875,4.7681,16.369,-50.258,-57.242,-97.117,-64.361,64.837,-49.176,-62.465,31.291,-88.402,-41.475,-62.333,-40.836,-72.626,-0.27625,3.2215,-27.964,-52.874,21.353,-113.74,-46.564,-28.491,-45.447,-28.963,-30.287,3.184,6.4387,-19.796,-52.289,-52.005,-51.986,-50.104,-40.025,-35.219,44.503,-66.315,-54.394,-39.89,-72.967,16.247,2.1979,-3.8136,-35.564,-2.0397,-55.135,-55.753,-46.743,-73.013,-86.68
6,36.494,28.639,-34.526,-51.69,-25.252,12.081,-63.971,71.288,-61.272,-87.773,-30.153,-59.937,7.1052,-3.8432,-49.98,-57.126,-99.27,-65.788,62.128,-48.897,-63.5,31.792,-94.521,-41.212,-62.564,-40.566,-74.105,-0.27716,3.2549,-28.588,-52.286,23.068,-113.25,-46.48,-30.821,-45.523,-31.26,-31.93,5.2399,8.7511,-21.853,-52.219,-52.023,-52.01,-50.716,-43.116,-39.214,28.763,-65.664,-53.674,-43.006,-73.213,22.957,2.577,-3.7045,-35.98,-1.8499,-56.446,-56.77,-50.386,-71.674,-81.566
7,52.401,31.833,-24.765,-43.89,-25.982,19.306,-64.815,79.697,-33.713,-58.582,-31.914,-60.309,9.6796,2.835,-50.509,-58.564,-78.731,-66.843,68.799,-49.278,-64.531,33.939,-94.129,-42.953,-63.29,-42.461,-74.128,-1.3098,1.9164,-29.675,-52.99,24.351,-107.05,-47.221,-32.437,-46.622,-32.786,-30.534,4.8607,7.773,-21.009,-51.569,-51.481,-51.475,-50.872,-42.338,-39.713,0.21619,-67.53,-52.201,-42.266,-77.396,20.603,2.0438,-3.0751,-36.892,-1.567,-56.318,-56.407,-48.464,-76.563,-86.941
8,50.65,20.601,-34.643,-47.383,-28.537,11.398,-61.842,62.381,-49.857,-80.761,-32.446,-57.898,4.8675,21.871,-50.696,-58.212,-98.549,-65.626,64.23,-49.536,-63.648,31.884,-86.178,-41.964,-63.357,-41.43,-74.208,-0.75469,2.3035,-27.472,-54.207,22.457,-114.38,-47.687,-29.79,-46.852,-30.154,-29.83,4.8466,7.3947,-20.501,-54.255,-54.065,-54.052,-52.792,-41.479,-38.132,42.891,-68.463,-55.666,-41.385,-78.624,15.674,-0.67698,-4.9997,-37.274,-3.7248,-58.799,-59.169,-49.609,-74.736,-85.524
9,53.958,27.456,-27.528,-44.617,-26.024,12.223,-61.248,64.141,-50.499,-81.963,-31.567,-57.748,5.3937,19.207,-50.144,-57.164,-98.577,-64.887,61.281,-49.06,-63.022,33.725,-86.105,-43.382,-62.567,-42.773,-73.471,-0.8483,2.5,-28.877,-53.359,23.297,-113.49,-48.015,-29.814,-46.987,-30.253,-29.619,2.5595,5.6445,-19.232,-51.925,-51.674,-51.658,-49.993,-39.816,-35.502,44.223,-66.295,-53.788,-39.695,-75.093,14.483,0.765,-4.7614,-35.648,-3.1307,-52.026,-52.548,-43.96,-71.104,-83.46
